27.625166,84.506569
27.625166,84.506569
27.625166,84.506569
27.625166,84.506569
27.6252,84.506462
27.6252,84.506462
27.6252,84.506462
27.625204,84.506462
27.625206,84.506462
27.625202,84.506454
27.625202,84.506447
27.6252,84.506447
27.6252,84.506439
27.6252,84.506432
27.625202,84.506432
27.625204,84.506432
27.625204,84.506424
27.625206,84.506432
27.625206,84.506432
27.625206,84.506424
27.625206,84.506424
27.625206,84.506424
27.625206,84.506424
27.625206,84.506432
27.62521,84.506432
27.625208,84.506432
27.625208,84.506432
27.625206,84.506432
27.625204,84.506439
27.625206,84.506439
27.625208,84.506439
27.625208,84.506447
27.62521,84.506447
27.62521,84.506447
27.62521,84.506447
27.625204,84.506454
27.6252,84.506454
27.625204,84.506462
27.62521,84.506462
27.625216,84.50647
27.625223,84.50647
27.625227,84.506477
27.625229,84.506485
27.625229,84.5065
27.625233,84.506508
27.625231,84.506508
27.625221,84.506508
27.625212,84.506508
27.625193,84.506508
27.625191,84.506508
27.625195,84.506508
27.625196,84.506508
27.625198,84.506516
27.625198,84.506523
27.625196,84.506531
27.625196,84.506531
27.6252,84.506538
27.625204,84.506546
27.62521,84.506546
27.625219,84.506546
27.625219,84.506546
27.625221,84.506546
27.625225,84.506554
27.625227,84.506546
27.625229,84.506538
27.625237,84.506531
27.625233,84.506523
27.625237,84.506523
27.62524,84.506531
27.625244,84.506531
27.625248,84.506531
27.625254,84.506531
27.625259,84.506531
27.625271,84.506546
27.625278,84.506554
27.62528,84.506554
27.625282,84.506554
27.625278,84.506546
27.62528,84.506546
27.625282,84.506554
27.625284,84.506554
27.625286,84.506554
27.62529,84.506554
27.625292,84.506554
27.625298,84.506554
27.625299,84.506554
27.625301,84.506554
27.625303,84.506554
27.625307,84.506554
27.625309,84.506554
27.625315,84.506554
27.625319,84.506546
27.625319,84.506538
27.625317,84.506538
27.625309,84.506538
27.625315,84.506538
27.62532,84.506538
27.625326,84.506531
27.62533,84.506531
27.625334,84.506531
27.625338,84.506523
27.625317,84.506531
27.62528,84.506523
27.625244,84.506523
27.625214,84.506523
27.625183,84.506531
27.625122,84.506615
27.625086,84.506721
27.625046,84.506836
27.624945,84.507095
27.624893,84.507233
27.624836,84.507378
27.624781,84.507523
27.624687,84.507767
27.624643,84.507874
27.624601,84.507973
27.624563,84.508072
27.624525,84.508163
27.624491,84.508255
27.624449,84.508354
27.624437,84.508377
27.624428,84.5084
27.624416,84.508415
27.624407,84.50843
27.624378,84.508499
27.624365,84.508522
27.624361,84.508537
27.624363,84.508553
27.624374,84.508575
27.624424,84.508606
27.624466,84.508629
27.624533,84.508652
27.624603,84.508682
27.624676,84.508713
27.624748,84.508743
27.624912,84.508789
27.624987,84.50882
27.625061,84.508865
27.625139,84.508926
27.625217,84.50898
27.625298,84.509033
27.625443,84.509163
27.625534,84.509224
27.625624,84.509285
27.625708,84.509338
27.625788,84.509392
27.625959,84.509499
27.626053,84.509552
27.626158,84.509613
27.626266,84.509682
27.626484,84.509789
27.626579,84.509827
27.626652,84.509857
27.626707,84.50988
27.626759,84.509895
27.626822,84.509918
27.626987,84.509979
27.627062,84.510002
27.627121,84.510033
27.627171,84.510056
27.627239,84.510139
27.627251,84.510162
27.627251,84.510178
27.627249,84.510193
27.627245,84.510216
27.62723,84.510269
27.627167,84.510475
27.627132,84.510597
27.627098,84.510704
27.627062,84.510796
27.627029,84.510887
27.627003,84.510971
27.626961,84.511108
27.62694,84.511162
27.626923,84.5112
27.626917,84.511238
27.626909,84.511269
27.626896,84.511276
27.626873,84.511284
27.626852,84.511284
27.626822,84.511292
27.62681,84.511292
27.626795,84.511299
27.626783,84.511307
27.62678,84.511314
27.62678,84.511314
27.626781,84.511314
27.62678,84.511322
27.626774,84.511322
27.626759,84.511345
27.626759,84.511345
27.626757,84.511345
27.626757,84.511353
27.626762,84.511345
27.62677,84.511337
27.626776,84.511337
27.626776,84.511345
27.626774,84.511345
27.626764,84.511345
27.626759,84.511345
27.626753,84.511345
27.626749,84.511345
27.626736,84.511337
27.626726,84.511337
27.626717,84.511337
27.626705,84.511337
27.626703,84.511337
27.626703,84.511337
27.626701,84.511337
27.626701,84.511337
27.626701,84.51133
27.626705,84.51133
27.626705,84.511322
27.626705,84.511322
27.626701,84.511314
27.626699,84.511307
27.626698,84.511299
27.626698,84.511299
